,iter,train_loss,val_loss
73,73,0.005249559679733855,0.005293676164001226
74,74,0.00512059179267713,0.005677648354321718
75,75,0.004648780982409205,0.005251960479654372
76,76,0.004680526093579829,0.006093904143199325
77,77,0.004777769508239414,0.004966229200363159
78,78,0.004803261902582433,0.005908362101763487
79,79,0.004617685934395662,0.005410874728113413
80,80,0.004838681513709682,0.005302132805809379
81,81,0.004483791417442262,0.00582724844571203
82,82,0.004739161680585572,0.004991786554455757
83,83,0.004247398015909961,0.004775636596605182
84,84,0.0046951979332204375,0.004555718274787068
85,85,0.00414722810299801,0.004438752541318536
86,86,0.004167744357671056,0.004725412465631962
87,87,0.003983863346677806,0.003824916435405612
88,88,0.00409222420837198,0.005140752298757434
89,89,0.004190778808801302,0.0058927410282194614
90,90,0.0038345735686432037,0.004929117159917951
91,91,0.0037884566533778396,0.004461880074813962
92,92,0.004054226563312113,0.004191951360553503
93,93,0.003640005281860275,0.004338355734944344
94,94,0.0036401741672307253,0.003941517788916826
95,95,0.0036790210786940797,0.005100674577988684
96,96,0.003780676334697221,0.003719004336744547
97,97,0.0034808951147299793,0.004243464209139347
98,98,0.003357878969317036,0.0037722784327343106
99,99,0.0035393100531239596,0.003890114137902856
100,100,0.003198166028596461,0.0037656896747648716
101,101,0.003320734033228031,0.003652158076874912
102,102,0.0032643064041621983,0.003483195207081735
103,103,0.003187238488213292,0.0036780383670702577
104,104,0.003214541041026158,0.003645840333774686
105,105,0.003004181506444833,0.0032330863177776337
106,106,0.0030026290831821306,0.003945771139115095
107,107,0.002858944220601448,0.003423679620027542
108,108,0.0031556920979970266,0.003336904919706285
109,109,0.0027647059177979827,0.00406228331848979
110,110,0.0032070933458661394,0.003797028912231326
111,111,0.0029809906845912337,0.00361039733979851
112,112,0.002879491059242615,0.0031528514809906483
113,113,0.002815917001238891,0.00361843965947628
114,114,0.0027948352840862106,0.0029111384646967053
115,115,0.002758041864061462,0.003021923708729446
116,116,0.0026237088854291607,0.0028973082662560046
117,117,0.002572009398136288,0.003203098545782268
118,118,0.0027021216311758117,0.003173555014654994
119,119,0.0026546328361811383,0.0029956072685308754
120,120,0.002513520935151194,0.0028844255721196532
121,121,0.0025991903385147452,0.002990764391142875
122,122,0.002546392713806459,0.0026766592054627836
123,123,0.0024108716419764926,0.002657154225744307
124,124,0.0024567119045449154,0.0031171049922704697
125,125,0.0025359163410030305,0.0034282825654372573
126,126,0.002503633407676326,0.0027278177440166473
127,127,0.0025955347893094377,0.0029189246706664562
128,128,0.0023071428794147713,0.002756341127678752
129,129,0.0024863818377655533,0.0024106039199978113
130,130,0.0025106974644586444,0.002786962315440178
131,131,0.002329798905910658,0.002488484955392778
132,132,0.0025243754997583373,0.0025066861417144537
133,133,0.0023155557407465365,0.0026598887052387
134,134,0.0023586642845267697,0.0023554954677820206
135,135,0.0023592791237336186,0.0026932936161756516
136,136,0.0021282955588373753,0.0028676173533312976
137,137,0.0022665031304183814,0.0026022911770269275
138,138,0.002252155016841633,0.0024359598755836487
139,139,0.002056882475569312,0.0024538235156796873
140,140,0.0021744605868921746,0.0021582021727226675
141,141,0.0022116186030741248,0.0030656899325549603
142,142,0.002070841263048351,0.0022860178723931313
143,143,0.0020116143028384875,0.002004677488002926
144,144,0.00213096131171499,0.0023781039053574204
145,145,0.0021699604611577733,0.002573425183072686
146,146,0.002065268553061677,0.0021885394817218184
147,147,0.002139169506595603,0.002444265002850443
148,148,0.001995664114864277,0.0024559369194321334
149,149,0.0018690708176498966,0.0026444742688909173
150,150,0.0019636603288485537,0.0020310720428824425
151,151,0.0019906313308248563,0.002195971959736198
152,152,0.0020377376017027666,0.0020433549652807415
153,153,0.0018620611185074917,0.0025387427303940058
154,154,0.0018530258759190993,0.0024362391559407115
155,155,0.0018575310490892402,0.0021986979991197586
156,156,0.00188019874206345,0.0024055892135947943
157,157,0.001841952250937798,0.0025812058593146503
158,158,0.0017090193993811096,0.0018539672018960118
159,159,0.0017612525178784771,0.0023530470207333565
160,160,0.0017857779416122607,0.0024883498554117978
161,161,0.0018463690316171519,0.0022978316992521286
162,162,0.001787070110107639,0.0020452399039641023
163,163,0.0018190702789330057,0.002010025375057012
164,164,0.0016207826140868878,0.002053947071544826
165,165,0.0017970766805644547,0.002193411870393902
166,166,0.0017464424184124386,0.0018585754442028701
167,167,0.0016105814221581177,0.0019588530994951725
168,168,0.0016635309730190784,0.0020941165275871754
169,169,0.001661768407627408,0.0019313706434331834
170,170,0.0016299237447258616,0.0022029171232134104
171,171,0.001579037817594196,0.0017688667867332697
172,172,0.0016100471506693534,0.0019609836162999272
173,173,0.001581737580376544,0.0018275080947205424
174,174,0.0016127363529189356,0.0019103369559161365
175,175,0.001638795228375654,0.0022183789405971766
176,176,0.001529993676480704,0.0016491764690726995
177,177,0.0015508387171264207,0.0017510842881165445
178,178,0.0016132185659703932,0.002021589898504317
179,179,0.001551356037712789,0.0018611810519360006
180,180,0.0015711217503329472,0.0026186368195340037
181,181,0.001643311810247334,0.00184857496060431
182,182,0.0014282519363665155,0.0016319087008014321
183,183,0.0014915636191809817,0.0018961965688504279
184,184,0.0015226008420410966,0.0018187480745837092
185,185,0.0015118221220161235,0.0017647907370701432
186,186,0.00142657507344016,0.0017310543917119503
187,187,0.0015295772962937398,0.0016971983714029193
188,188,0.0013728230010851153,0.0018779383390210569
189,189,0.0014794299744867853,0.0017361023928970098
190,190,0.0014942408057062753,0.001737220212817192
191,191,0.0013790339539160154,0.0016940635396167636
192,192,0.0014374084629318012,0.002136594499461353
193,193,0.0013950186964523578,0.001464018423575908
194,194,0.0014133318119482802,0.0017109151231124997
195,195,0.0013523611248404319,0.0019823022885248065
196,196,0.0013901336476140256,0.001567665720358491
197,197,0.0013824399959828173,0.0015755199128761888
198,198,0.001346756230174963,0.0016721240244805813
199,199,0.0013930275537339704,0.0015803772839717567
